Latitude,Longitude
47.6,7.8
-7,-76.8
44.4,17.8
37.8,-76.8
50,21
38.2,31.8
4.8,-74
42.6,-7.6
41.8,13.8
-45.2,169.2
41.8,12.8
40.2,-89.2
49.6,16
19,73
44.8,-0.2
-36.8,174.6
30,-94
38.2,-84.4
37.8,140.6
65.8,173.2
33.4,9
37.4,-122.2
45.6,-89
48,11.4
43.4,6.4
27,-101.6
47.8,9.4
53.8,19.6
43.2,1.4
40,-90.6
32.6,-81.2
40.8,-4.6
38,-84.2
26.2,109.6
68.4,16.4
59.6,17.2
37.6,-80.4
50,72.6
8.6,-71
-23,-43.2
44.8,17.2
59,16.2
46.2,13
31,-84
27.8,105
55,14.8
45,-63.8
54.4,48.2
43.2,-8.2
42.6,18
48,18.8
55,-162.4
51.2,4.2
59.8,12.8
39.4,117
50.2,23
18.8,-69.4
50.4,6.6
38,-82.8
41.2,-99
47.2,11.6
35.4,139.8
44.2,25.4
38.4,-76.4
45.6,-0.4
54.2,-8
50.2,2
46.2,18
32.6,-81.6
52.2,12
50.8,14.2
19,-96.6
43.4,5.2
42.2,143.2
19.6,-99.8
51.6,-3
53,12.8
67,27.4
46.8,16.2
42.2,139.8
56.6,48.4
53.2,18.8
62.6,28.8
53,-2.4
35.2,-89.2
55.6,-3.2
38.6,-78.6
43.6,-1
42.4,-6.8
-0.8,36.6
30,120.4
42.6,75.6
41.6,2
37.4,112.4
7.4,80
52.4,21.4
40.8,-91.8
50.6,18.6
-27.6,153.2
50.2,41.8
53.6,22.8
48.6,21
50.2,10
-22.2,-47.2
31.4,-83.6
-43.4,172
49.2,17.6
22,-159.6
51.4,9.2
40.4,18.2
58.4,14.2
-41.2,174.8
61.6,27.8
63.8,20.2
43.8,10.6
51.8,55.4
28.2,113
43.2,3
48.4,9
44.4,-69.6
46,-0.8
46.4,26.2
-30.6,152.8
36.2,137.2
47.6,16.2
32,36
34.2,130.8
38.4,-83.6
30,-95.4
43.4,0.6
36.8,39.4
40,114.2
36.6,-82.4
-18,122.2
9.8,123.8
52.2,20.6
37.2,-93.8
42.4,-75.6
48,6.2
51.8,-3.2
49,-122
27.4,110.4
60,5.2
40.6,-76.4
36.4,10.2
41,14.4
41,31
34.4,135.6
54.2,83.2
9.4,-75.4
27.8,-80.6
37.6,-77.6
47.6,20.4
39.2,-93.6
52.4,11.8
40.4,-99.8
40.8,26.8
42.6,-2.2
48.8,11
47.4,-53
29.8,106.2
10,-84.8
53.8,20.6
49.6,4.8
-16.2,35
52.2,-0.6
42.8,-8.6
37.4,-122.4
30.6,120.6
50.8,7.2
36,-119.4
35.4,-81.4
35.4,-109.2
51.6,23.4
-37.8,144
39.8,8.8
39.6,-84.2
34.4,107.8
51.8,12.2
44.8,4.4
48.2,18.6
55.8,-4.2
34.2,136.8
40.2,15.4
27.8,108
62.8,15
38.8,16.2
-33.2,-69
37.2,-82.4
42.4,-6
35.6,133
52.6,13.4
26.2,-81.8
63.2,13.2
41.2,44.2
-4.6,136.8
-5.4,-47.8
30.4,-84.4
53.2,-113.6
43.8,11.6
-16,-54.8
-1.4,-79.4
45,4.6
37.6,117.6
55.4,9.6
59,26.2
35.6,-106.4
49.2,0.2
36.4,139
48.8,7.2
50.6,2.4
66.2,-179.2
47.6,17.6
51.8,22.2
58.6,5.6
55.4,-2.8
40,-84.2
54.2,-1.4
42.6,-85.4
40.4,-6.6
5.2,-4
56,-5
49,5
48,1
51.2,17.4
40.8,37
46,2.6
51.6,22.6
41.4,14.8
-35.6,-57.8
30.8,-86.2
39.4,-75
45.8,-0.2
51.2,-2.2
53.2,-9
55.2,-7.8
51.2,20
45,5.4
39.8,141.8
42.8,143
37.8,39
39,-81.8
56.8,15
18.2,121.4
44.6,9
-28.6,-67.6
5.2,-76
43.8,26.6
27.6,-98.4
55.6,11.2
41,72.4
39,-0.4
41.4,-1.4
-38.4,142.8
22.2,114.2
40,-94.8
55.6,58.6
54.2,17.6
43.6,24
45.4,26.2
31.2,34.6
47.6,-72.4
34.8,-120.6
55.2,11.8
51.2,16
10.2,-61.6
14,100.4
46,8.4
63,22.8
-26.4,27.8
48.6,-80.8
19,100.2
37,-83.8
53.6,18.2
38.8,-7
19.8,-99.4
60.4,11
10.2,-64
32.2,-85.4
55.2,61.6
34.4,129.4
44.8,-1.2
27,-82.4
62.4,25.6
41.6,2.2
39.8,41.8
51,0
6.2,-75.4
51.6,17
57.2,49.8
43.6,6.8
44,3.6
27,55.6
42,21.4
36.4,-119.6
-31.6,-68.6
42.2,12
41.6,-70.2
45.2,14
-34.4,135.4
-36.4,145.8
45.4,-77
20.2,-103.6
45.4,-75.6
46.2,13.2
29,-111.2
48.6,-4.2
45.6,24.6
36.6,137
20.4,-99
35.4,73.8
45.8,16
37.6,-91.2
53.2,14.2
-16,-41
33.2,-116.6
27,118.6
-25,-54.2
-6.8,108.4
24.6,86.6
6.4,-73.4
48.8,5.4
44.8,-70.4
44,-75.4
54,18.2
51.6,9.2
14.8,121.2
40,-74.2
47.6,-111.4
45.2,33.8
42.4,-122.6
15.2,-88.2
35.2,-119.6
45.4,-72
59.6,5.8
53,-0.6
60.6,58.8
49.6,-1.4
51.4,36
-25.6,152.6
5.4,102.2
48.4,4.2
33.2,-93.2
60,17.2
58,11.6
24.2,84.8
43.6,3
36.6,-4.2
44.2,26.8
44,-1.4
52.6,40.8
46.2,-1.4
36.6,-84
41.4,-73.6
-22,-45.6
32.4,-95.6
58.8,17.8
46,-113
62.8,23.4
36.4,128.4
48.8,103.4
45.8,4.6
7.8,124.2
30.6,-85.8
51.4,-3.4
46.4,12.8
52,5.2
28,-107.6
44,0
61.2,46.8
37,-8.2
-33.2,149.4
46.6,14.2
46.8,17
23.8,117
10,-67.2
54.8,-3.4
21.6,84.4
40,16.6
47.4,20.4
29.2,-110.2
52.2,14.8
58.6,15.8
52,-10.4
38.4,-91.6
43.6,22.4
37.6,-80.6
50.4,18.2
52.4,5
45.4,-98.6
48.4,11.2
50.4,16
47.2,8
63,13.8
-36.6,-62.6
54.4,43
44.6,41.8
47.8,21
49,13
47.8,15.2
59.2,15.2
43.4,76.8
49.4,9.2
30.6,31.4
47,7.2
45.2,-0.8
46.2,9.4
42,86.6
48.6,7.4
37.8,-87
49,4
46.4,-94.4
38.8,23.4
-41.4,147.8
-34.8,150.4
45,5.6
0.8,-77.8
36,-82
-20.8,143
8.4,30.2
51.2,15.4
44.4,27.6
-39,-69.2
46,1
48.6,37.6
-33.6,-55
44.8,11
54,39.6
37,25.4
51.6,11
48.8,18.2
27,109.8
52.6,5.6
13.4,-89
48.8,4.4
-27,151.6
56.6,9.2
53.2,22
37.4,-87.8
38,55.2
42.6,8.8
46.6,-86
49.2,3.2
16.6,103
51.6,6.8
68.2,13.8
59.4,-151.8
22.2,120.6
48.4,5.8
49.2,-123
-33.6,151.2
64.8,19.8
31.8,-93.4
38.8,-88.2
-35.4,149.2
54.2,20.4
38.6,-0.6
52,19.8
42.2,13
58,50.8
56.2,13.4
-8,-79.2
56.8,13.6
53.2,8.2
45.8,2.6
48.6,13.2
52.6,12.2
36.6,-77.8
44.8,35
-28.6,153.6
54.2,45.4
41,-93.4
29,57
37.6,-89.4
53.4,5.4
52,22
-7.2,-35
17.2,120.4
61,14.2
40.4,43.4
36.8,22.2
44.2,12.4
37.6,21.4
52.8,-8.2
36.2,138.4
43,11
22.6,88.6
53.8,34.4
43.4,13.2
35.8,53.2
59.8,5.8
43,-1.8
47.4,19.2
-7.8,110.4
13.6,123.4
57.2,9.6
44,-88.6
40.8,-75.8
40.6,15.2
44.2,24
32.4,71.8
41,28.8
42.8,-74
57,14.8
50.4,5.2
51.6,11.2
46.4,38
47.4,23.4
50.8,-0.2
44,10.6
40.4,-81.6
39.6,16.4
56.8,55.6
50.2,8.6
48.6,11.8
56,12
44.6,1.8
49.8,19
-37,147
41.2,-8.4
44.4,17
41.4,21.8
50.8,36.6
36.8,-91.8
17,121.6
-30.2,150.6
65,17.6
-24.6,28.6
42.4,-71.4
37.8,-82
42.2,-3.6
23.6,107
-12.4,130.8
42.2,-3.8
21.2,-99.8
58.4,13.8
48.6,8
47.2,24
45.6,12.2
-21.8,-47.6
-29.4,-54.2
61.2,23.4
36.4,6.6
45.4,0.2
17.4,-88.4
45.2,21
39.4,-81.8
46.4,-81.2
55.8,39.2
51.8,-10.2
63.4,26.6
-33.2,-70.8
48.8,6.2
45.6,27
50.8,23
34.8,-81.8
33.6,-87
-20.4,57.4
48.2,40.2
46.4,17.6
36.4,1.6
44.6,11.6
40.2,-86.2
45.8,-74
56.2,-4.8
59,25.6
54.2,-1.6
30.2,-94
-27.4,152.4
47.8,19.6
-30.4,151.6
19.4,74.6
37.2,-80.4
49,20.8
44.8,-92.2
48.6,-4.4
-38.8,143.2
39.8,-5.2
35,-79.2
41.8,-4.8
41.4,25.4
63,10
47.6,18.6
59,5.6
64.4,40.2
49.6,20.2
48.6,-1.4
51,3.2
17,-97
60.6,10.6
62.6,56.2
47.4,3.6
-6.4,-77.8
50.6,20.6
37.4,40.8
57.6,-2.6
46.8,9.4
39.4,-75.4
54.2,61.8
48,12.6
57.6,53
-33.4,-58
30.2,106.2
53.4,20.4
-32.6,138.2
42.8,-83.2
43.2,-0.2
28.2,-82.6
46.6,4.6
36.6,-105.6
57.6,-3.2
53.8,20.8
41.8,13.4
30.4,-89
39.8,-86.2
50.4,14
-25.4,-57.8
49.6,24.2
38.2,-104.8
28.8,-82.4
18.6,-96.8
39.8,-8
53,10.6
38.4,-89.8
-34.2,140.2
51.6,12.2
24.6,80.8
52.8,-4.6
42.4,11.8
29.2,117.8
46,-74.6
51.8,6.8
42,-91.4
49,10.6
32.8,-86.2
37.4,-81.6
57.6,10.6
22.6,88.2
40,9.6
41.8,-94.2
50.6,14.6
18.4,-97.6
39.2,-94.4
8.8,78
27.8,119.8
38,42.6
-51.6,-69.2
50.8,13
50.2,16.2
59.2,11.2
-13.2,-38.8
38,-81
55.2,-127.6
13.2,76.4
-22,-50.8
17.4,121.4
47,2.6
27.6,-97.6
66.2,14
48,16
40,45
53.6,22.6
18.4,-100.8
-37,149.8
43.2,-88.6
41.6,-77
48.2,0.4
52.6,0
-35.2,173.4
-43,147.2
43.2,-3
50.8,16.8
52.8,17.2
-27.2,27.6
40.4,-104.8
57.4,-4.4
18.4,108.8
-32,-60.4
67.4,78.6
-21,-44.6
43.4,0.8
41.6,-91.6
44.8,24.2
31,101.8
35.8,14.4
40,-6.4
60.4,22.8
64,143.4
59.8,6.2
36.8,43.8
55.4,-4.2
55.8,-4.6
41.8,-0.8
48,19.8
43.4,-79.8
20.4,-102
53.4,22
-31.8,152.6
48.2,19.6
26,-109.4
43.4,2.6
36.4,-5.2
55.4,38.2
50.6,20.8
46.6,3
51.4,12.6
27,112.2
-33.8,138.4
31.8,35
45,37.8
63,14.6
-33.2,138.8
52.8,13.2
40.8,15.6
41.6,25.4
27.6,119.6
25,73.8
50.2,-96
37,111.4
37.2,141
44.4,-64.4
54,27.8
48,9.4
45.4,-109.2
51.8,21.2
41,-7.6
53.2,9.8
45.4,6.4
14.2,99.4
54.6,-1.8
50.8,-2.4
41,24.4
10.2,76.4
46.8,-1.8
-24,-53.6
48.4,7.8
40.6,-97.8
16.2,75.4
42,-101.2
46,23.4
-33.2,150.8
-36.8,174.4
51.4,3.4
50.4,6
36.2,-97.8
48.2,22.4
55,11.6
41.4,69
45.6,28
44.4,4.2
29.8,-85.4
40.4,-79.8
63.8,8.8
55.8,8.4
31.8,-93
48.6,-4.6
47.4,10.4
52,-3
29.8,72.6
40.8,-91.4
38,40.8
40.2,23.6
43.2,-5
21.8,-105.6
43.2,-78.2
47,3.8
-5.2,-36.2
57,-2.2
49,5.2
49.4,-1.8
33.6,-102
47.2,6.6
43,17.4
34.6,73
40.4,-110
51.2,23.8
-43,147.4
-38.2,145.4
42.6,-1.8
50.8,24
50.8,10.2
58,7.8
-6.8,110.6
63.6,24
37.8,27.6
42.4,23
21.4,-158.2
40.4,-0.6
53.4,8.8
49,35.4
7.8,-69.4
50.6,17
43.6,28
57.2,27.6
52,21.2
51.8,-108
45,-122.6
29.4,-95
42.4,-3.4
53,39.4
-38.4,145.2
66.8,25.4
40.6,-84.2
43,-85
45.6,12
52.8,16.8
39.4,-2.8
45.2,-100
49,14.8
-10.4,-76.2
35,111.2
9.2,-75.4
39.8,-6.4
45,1.8
44,2.2
-3,-41
43.6,10.2
50.6,15.2
-7.2,107.8
36.8,-2.8
10.6,106.6
-32.4,-59
42.6,-8.6
27.4,77.6
42.2,12.4
42.6,11
36.6,138.8
50.2,9.8
-12.8,-38.2
40,-3.8
59.4,57
7.4,125.8
42.8,2.8
-29.6,17.8
30.6,31.2
45.4,17.8
40,-87.2
8.2,126.2
37.2,-80
45.4,17.2
49.8,-97
50.2,37.6
44.8,28
60,13.6
38,-75.8
37.8,-4.4
40,116.4
44,6
40.6,23.4
39.6,20.8
47.2,-2.2
49.6,21.6
61.6,17
36.6,128.4
46.8,42
37.2,-95
-21.4,165.6
7.4,80.4
40,-102.6
62.8,14.6
34,-81.2
23.4,120.2
-35.8,-63.8
37.8,-85.2
47.6,21.6
37.8,-83
56,-3.6
29.8,53.4
5.2,-4.4
13,121.4
36.2,136.6
62.4,26.8
19.4,-97
32,118.2
53.8,27.2
52.4,85.6
35.2,128.2
46.6,2.6
20.2,-97.2
54.6,-2.8
54.6,9.8
53.4,15.4
17,82.2
46.6,17.2
39.2,-106
49,23
54,35.2
1.2,110.4
-12,-47.2
52.4,13.8
11.8,-86.6
63,15.4
39.8,-75
29,76.8
-34.2,151
-33.8,18.6
52.6,9
55.8,33.2
35.8,139.4
-38.4,146.4
45.2,13.8
32.4,35
45.4,12
8.4,-83
34.2,-86.2
52.8,-1.8
-37,175.2
57.6,62.6
47.2,-0.8
42.6,12.2
6.6,3.8
36.4,114.8
50.4,20.6
44.6,24.2
53.8,48
26.4,-99.2
63,28.4
43.8,5.8
65.6,14
52,19
47.6,-111.6
-43.8,171.8
51.8,-2.2
53.6,-7.8
53.4,23.2
41,14
43.8,144
-27.8,29.8
38.6,-92.2
63.4,13.4
47.4,-115.4
40.4,-8
40.4,-5.8
55,55.8
36.4,-81.8
46.6,-114.4
-34,-60.4
46.8,-100.8
36.6,-77.4
41.6,-93.6
48,-4.6
28.4,77.4
51.6,-0.6
30,-97.4
38,14.4
56.6,8.2
49,16
36.8,-6.4
68.6,14.6
42.2,12.2
44.4,20.4
2,102.6
47.2,-68.6
-41.4,173
52.2,0.2
45.6,-72.8
47.8,22.2
40.4,21.4
-41.4,144.8
50.6,8.2
39.8,36.6
32,104.2
41,-89.2
47.4,5.2
54.8,38.6
46.6,14.4
39.2,-80.2
46.6,25.4
38.8,36.4
33,-84
11.6,-8.2
49.2,21.4
44.4,125.6
45.4,21.2
53,5.4
48.8,15.6
44.8,23.4
20.6,-102.8
46.2,23
60.2,16
49.8,6
68.8,15.2
7.4,-6.2
42.4,-2.4
36.8,10.2
53.8,-1.8
-28.6,-53.6
38,13
20.6,-102
45,3.2
44.8,17.8
38.2,-86.4
50.2,5
35.6,140.2
43.8,-80.2
49.2,16.8
39.2,29
-36,-58.2
33.8,-87.4
38.6,-80.4
39.2,-6.2
31.8,-8.2
25,110.2
31.2,-96.6
50,13.6
27.6,-82.6
48.4,6.4
58.6,61
-34,115.8
43.2,-123.4
51.6,22.4
53.8,10.6
42.4,21.8
40,-83.2
47.6,7.2
45.4,27.4
35.6,4.4
51,10.6
36.6,4.8
45,8.4
33.8,-4.8
57.8,16.2
45.2,12
52,13
61,27.4
46,13.8
41.2,-8.2
48.2,1.8
46.2,34.6
55.2,43.6
46,1.6
42,-8.6
38.4,-1.8
53.6,-0.2
34.4,-110.2
44,25.6
26.6,116
37.4,-6.2
49.8,2.2
13.6,76
35.6,137.2
47.2,-82.2
7.2,80
9.4,-13.8
53.6,10.8
55,-2
31.6,-83.6
-38.2,144
39.2,-119.8
26.4,112.6
-4.2,-39.8
53,27.4
44.6,0.6
51,0.4
-22.4,-43.4
46.6,5.8
37.2,-90.8
45.2,-74.2
50.4,12.6
43.8,-0.8
30.6,75.6
-25.4,152.8
-30.4,-61.2
43,20.8
40.6,15.8
54.2,20.6
44.2,-80.2
54.4,-6.8
40.2,-4.2
40.8,-1
45,-122.8
7,3.8
28.4,70
43.6,0
59.2,9.4
35.8,50.8
39.6,20.4
49.6,12.6
53.2,9.4
22.2,-103
32.6,-17.2
39.4,-77.2
41.8,2.8
39.4,16
62,34
-7.6,110.2
36,139.4
59.4,18.6
60.4,10.6
52.6,5.2
32.2,-94.6
50,132.2
42.2,-94
-29.6,-51
43.6,45
38.4,100.8
54,21.6
43.4,2.8
45.8,-63
48,-119
40.8,-0.8
47.8,2.8
56.4,40
47.4,-68.2
39.6,-1
30.2,-81.4
35.8,-78.6
-30.8,-61.4
41,-82
-22,-47.8
36.6,-3.4
60.2,18.6
48.6,39.4
-37.6,144
-32.8,18.4
41.8,-112.4
34.8,-100.2
60.6,27
44,133
-31.8,-63.6
40.6,-8.4
27.2,79.2
56,22.6
41,1.2
-16.4,-56.6
39.6,-82.6
36.8,-80.6
48.4,1
39.2,38.2
42.6,20.6
59.2,17.8
27.4,110.6
53,17.2
51.6,15.4
-28.8,153
38.4,141.2
57.4,53.6
44.4,1.4
46.2,25.2
51.4,6
-35.2,137.6
-32.4,-65.2
33.8,-84.4
45.2,-111
19.6,-99.4
44.8,5.8
53.4,83.8
40,-96.2
43.8,135.4
22.8,88
52.4,-2.8
47.4,-100.4
19.8,74.4
20.2,-97.4
39.6,-94.2
48.4,13.8
34.8,-91.6
51.2,-120.2
-32.6,-61.6
38,139.4
47.2,29
44.4,-69
45.4,-63.8
39,-90.8
51.4,10.2
1.8,103.2
48.6,3.8
50.2,29
39.6,114.4
52.6,-6.2
55.2,62.6
52.8,13.8
50.2,16.4
57.2,42.4
44.8,10
45.6,6
14.8,74.4
50,12.6
58.6,6.8
53,-1.8
-34,25.6
15.2,-92.8
51,20.2
41.6,13.8
35,128
18.6,105.6
-22,-46
50.6,15.4
55.4,12
34.2,103.2
8.2,125.6
44.8,-122.8
47.2,19
59,24.8
54.8,-3.2
39.6,-76.2
50.4,12.2
34.8,110.8
56.4,75.2
36.4,-89.2
27.4,108.6
45.6,-122.2
60.8,23
27.6,-110
41.8,-7.8
67.8,16.2
48.4,19.4
53.2,48.6
27.2,-82
-20.4,-54.8
55,9
40,-1
-6.6,106.6
34.4,-98
53.4,17.2
-12,-77.2
8,123.6
41.6,-97.4
45,-91.4
40.8,40.4
52.6,9.2
37.2,22.2
54,18.4
26,118.8
46.2,11.2
42.4,2.6
45.8,0.6
-5.8,-42.8
48,22.8
-41.2,147.6
-30.2,151
40.4,15.6
32,76.2
33.6,-117.8
43,142.8
17.2,-96.4
56.2,10.6
-37.4,144.4
50.8,-1.6
28.4,112.8
44.2,-0.8
50.2,24.4
43.2,-3.6
32.4,-116.8
45.4,127.4
22.2,-98
11.4,76.8
41.6,0.6
36.8,-5.4
14.8,-61
51.8,12.4
44.8,28.6
19.8,-97.6
34,131.6
41.6,-5
30.2,-97
4.4,32.6
44.6,0
32.6,-93
34.4,-119.8
53,15.6
48.4,7
41.6,-7.2
47.4,41
52,8.8
44,21.2
59.4,29.4
38,13.4
27.6,120.6
47.2,6
43.6,12.2
37.6,48.8
48.8,19.2
37.4,-79.8
35.2,-90
12.6,-15.4
8.2,123
47.6,12.4
47.4,3.4
20,-102.8
46.4,-71.4
42.4,-72.6
46.8,-2
6,7.4
52,16.2
-21.4,-42.4
32,-92.4
31.6,-91
42,26.4
71.6,83.2
52.6,5
38.6,-9.2
34.2,-98
47.6,-54.2
42.6,-3.8
24.8,-100.4
57.2,-6.4
36.8,-93.2
46.8,15.6
45.2,11.6
42.8,-75.8
36.6,51.2
50.8,5.4
59.6,33.2
32.8,35.4
-5.8,-35.4
53.2,-0.4
-26.2,29.6
28.6,118.8
59,16.6
48.4,22.2
58.2,8.6
54.8,-1.6
42.8,19
42.8,-80.4
49.6,19.2
16.2,76.4
51.4,16.6
45.6,14
41.8,13.6
37.2,30.6
-1.6,-80.2
53.6,20.2
47,1
51,4.2
56.6,60.8
32.6,-114
9,-69.8
57.8,48.8
52.8,0.4
-35,138.8
15,120
12.6,-8
36,7.8
47,9.6
-26.8,-55
-38.2,175
-45.8,170.6
56.6,43.4
54.2,55.2
35.8,-98.6
43.4,-6.8
51.2,4.4
18,102.6
52.2,5.2
-28,-54.6
32.6,131.6
16.8,-90
51.2,-1.2
45,-93.6
36,115.6
55.2,-97.8
49.4,14.6
13,77.8
45,3.6
46,12.6
49,2.4
39.6,-0.4
48.2,-100
59.8,10.6
34.8,-85.4
36.8,-78.4
35,-81.8
51.6,4.6
39.4,-76.2
41.6,-92.8
4.4,-76
54.6,-7.8
53.8,11.8
-16.6,-50.4
51,10
53.8,-0.4
47.6,-1.2
-32.8,134.2
-33.6,-62.8
49.2,-0.2
60.6,22.4
46.2,5.4
47.2,22.4
34,-5.4
54.8,35.4
47,18.4
47.4,1.6
42,-91.6
51,8.6
41.6,-89.8
46.2,17.6
41.2,1.2
42,9.4
53.2,11.6
-4.2,-40.6
37,37
47.2,15
63.2,9.8
48,-117
60.8,16.8
57.4,60.6
36.8,-91.6
13,123.6
38.8,-123.2
44.2,6
57.2,10.2
14.2,121.2
37.2,-4
45.8,-64.8
56.4,10.4
36.2,127.6
5.4,-74
54.2,124.4
50,7.6
42.6,14
45.2,27.2
-20.6,-42.6
57.6,12.4
31.8,129.8
47.2,1.2
-26.2,27.8
46.8,-71.8
44.8,5.6
-16.6,-49.6
51.2,11.4
-27.8,-55.8
37.2,-112.8
45.2,15.2
45.2,-96
28,68.8
33.6,49.4
47,0.6
48,10.6
46.8,-88.6
37.6,36.6
40,-85.2
47.2,39.6
52.2,16
56,40.2
6.4,3.6
53.6,-6.4
38.6,140.8
64,19.8
-37.2,147
-26.8,-60.6
50.6,-106
66.6,26
65.6,21.8
46,13.6
8.4,-80.8
41.6,-84
48.4,20.4
17.6,-96.6
53.8,-10
39.2,-106.8
43.2,5.8
44.4,-68
28.4,-96.4
-6.4,107
43,-9.2
46,4.6
49.6,6.8
47.8,14.8
50.6,9.2
12.4,76.6
49.6,21
25.2,69
37.2,-5.8
50.2,4
52.6,19
52.6,-2.6
-37.8,147.6
53.2,6.2
-43.2,147.2
48.8,21.6
48.2,2.6
42.8,-82.4
34.8,133
20.8,-102.8
13.6,-88.2
43.6,-88.2
47.6,20.8
46.4,8.2
43.4,3.6
47.4,24.8
55.6,72.2
52.6,4.6
53.6,9.6
-31.8,25.4
13.6,-89
10,-2.6
56.2,10.8
23.4,110
37.2,-8.4
38.8,-5.2
11.2,-69.2
41.8,25.4
43.6,39.6
16.4,120.4
24.4,120.8
65.4,26.8
52.4,10.6
53.2,19.4
21.8,-100
17.2,-62.6
17.8,104
45,34.6
50.8,17.6
8.8,8.4
44.4,10.6
38.6,-2.8
49.4,22.2
44.8,16.8
-33.8,150.8
54.2,-109.8
56.4,12.8
-6.8,-38.4
24.2,73
59.2,18
42.4,-4.4
40.8,-7.2
53,20.2
41.4,69.6
59.4,13.2
38,27.8
-18,-48.8
43.6,-75.6
41,-6.4
-33.2,-60.6
-28,151
27.2,53.8
34.6,-5.2
48.2,1.6
43,10.6
46.8,-1.4
33,35.6
56.4,27.2
10.2,-67.6
46.8,-92.4
42.6,23.4
48.4,8.2
33.4,-97
12.2,-61.8
47.2,39.2
60.4,-149.8
53.8,92.6
47.6,19.8
33,46.2
53.4,59
46.4,7.2
60.4,40.2
65.4,20.4
53.4,-0.6
58.4,7.8
10.4,124.6
48,2
35.2,33.4
48.4,-0.2
44,145.2
26.8,88.2
-36.8,144.2
49,-1.4
55.2,60.6
49.4,35.4
33,-94
51.2,7.4
50.2,-115.8
49.8,72.6
44,-0.2
55.8,11
44.2,15.4
52,15.8
-33,150
19.2,99.8
53,-109.4
32,117.8
39,-104.6
46.8,4
43.4,-6.6
48.6,4
46,16.8
69.2,19.6
53.8,9.8
25,117.8
54.6,23.6
49.8,2.4
37.2,13.8
27.6,77.8
34.2,-78
48.6,19.2
51.8,9.8
26.6,77
33.6,116
37.6,117.4
52,0
43.4,-81.2
18.8,-102.2
31.2,118.4
-43.6,172.2
47,10.8
59.2,24.2
51.2,-117.6
50.8,18.6
47,1.6
47,-70
49.2,21.6
50.8,20
-24,-50
43.8,17
50.8,2.4
37.6,-8.4
43.6,-88.6
37.6,-5.8
52.8,23.2
47.8,88
33.2,-5.6
38.4,-85.8
28.4,-81.2
40.6,23
46,6.8
31.2,105
51.4,38.6
42.8,25.4
41.8,-1.2
37,-90.4
55.6,9.2
39.8,-7.2
31,120.4
1.2,124.8
59.8,23.2
35.8,140.4
34,-79.2
54.4,34.8
48.6,8.2
45.4,25.8
17.2,-96.2
61.2,24.2
47.2,2.6
10.8,-72.8
52,-4.2
34.6,135
58,7.2
49.4,10.2
52.4,14.6
8.8,125.2
46.8,6.6
45.8,27.2
35.8,52.2
50.4,8
37.2,-91.8
55,-2.6
55.8,12.8
50.2,23.6
46,11.2
52.4,-102.8
18.4,83.8
58.6,24.4
44.8,39.6
55.6,9.6
43.2,-9
54.8,30.2
43.6,1.6
63,17.6
54.4,19.4
42.8,17.6
67.2,21.6
57.2,56.8
41.2,-4.8
-26.2,28.2
42.6,124.8
42,2.8
-42.4,148
32.6,-99.8
48.4,-98.2
5.2,103
-21.2,149.2
45.4,11.4
47.8,22.4
37,127.6
46.2,2.4
37,128
24,117.2
46.6,-0.4
42.4,-86.2
44.6,0.2
42.6,23
55.8,-120.2
53,78
-18.8,-43.2
36,126.8
51,15.6
65,53.8
-7.8,111.8
48.8,3
49.4,16.2
48,-0.2
52.8,11.4
58.4,8
62.8,24
39.8,36
28.2,-16.4
34.2,134.2
25.8,-100.2
-5,-80.8
37.4,36
46,17.6
43,0.2
42.6,-96.6
59.2,5.2
-13.6,-40.2
41.8,-6.4
43,24.8
36.2,-77.2
46.8,2.2
53.2,22.4
61.6,31.4
-23.4,150.6
51,-3.4
-19.6,146.8
41.6,-4
44,-123.8
-26.8,152.8
29.8,117.6
49,11.2
59.6,113.2
43.4,1
41.2,-75.6
43.6,-1.2
46.6,-123.4
-33.6,-71.6
42.8,26.6
52.2,11.6
49.4,12.2
42.4,-96.6
44,40.8
41.4,-70.6
19.2,76.4
-30,-51
28.8,110
61.2,63.2
31.8,-116.6
41.2,-79.6
47.4,4.6
43.2,2
38,-104.8
39.4,20.6
-5,39.6
10.8,79.6
56.4,-3.4
37.4,-94.8
52.2,-113.8
24.8,141.2
63.6,20.2
48.6,19
42.4,-98
31,31
48,26.4
56.2,15.6
-33,-68.8
43.6,39.8
26.2,118.8
57,34.4
70,28.6
20,-98.8
35,136.4
49,31.4
51.6,23.2
19.2,-103.2
43.6,27.2
19,100
50,4.2
-29,147.8
41.6,-74
29.8,-110.2
45.4,14
45,3.4
51.6,18.4
46.6,11.2
37.6,-122.4
55,37
52.4,22.2
42.4,3.2
40.2,-2
45.6,27.6
20.2,-97
48.6,17.6
47.8,19
46.4,-75.4
46.4,26.8
44.2,18.8
23.4,115.8
63,14.4
62,29.2
44.2,-96.4
39.8,-84
17.2,78.8
-3.8,-38.6
51,17
-26.8,-59.6
58.4,12
39.8,-4.2
56,49.8
-28.8,-68.2
37.6,57
51.6,59.2
68.6,17.6
55.2,-118.8
-18.2,-42.8
45.6,-123
64,20.4
17.2,-91.2
46.6,28.4
49.6,14.8
12.4,122
38.4,-111.6
58.4,-134.8
51.2,11.2
44.2,52
58.4,26.8
32.4,-94.6
44.8,-89.6
48.4,8.8
7,-73
61.4,21.6
41,15.4
40.8,22.6
27.4,110
36.2,120.6
37.4,-4.4
